provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;102;1;1;28102001_1_38;2020;6;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;6;28102001_6_48;2020;6;1;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.6;V;0.6;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V
28;102;1;7;28102001_7_8;2020;6;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2020;6;1;3;V;3;V;3;V;3;V;3;V;3;V;4;V;5;V;4;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;5;V;5;V;6;V;7;V;6;V;5;V
28;102;1;10;28102001_10_49;2020;6;1;7;V;2;V;3;V;6;V;9;V;12;V;11;V;2;V;2;V;11;V;10;V;11;V;11;V;15;V;14;V;11;V;21;V;25;V;32;V;34;V;24;V;22;V;23;V;25;V
28;102;1;12;28102001_12_8;2020;6;1;5;V;5;V;5;V;5;V;5;V;5;V;6;V;7;V;6;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;7;V;7;V;8;V;9;V;8;V;7;V
28;102;1;14;28102001_14_6;2020;6;1;72;V;68;V;63;V;55;V;54;V;49;V;45;V;44;V;62;V;77;V;86;V;91;V;95;V;100;V;101;V;105;V;107;V;106;V;95;V;103;V;102;V;92;V;90;V;85;V
28;120;1;7;28120001_7_8;2020;6;1;1;V;1;V;1;V;1;V;1;V;1;V;;N;;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2020;6;1;1;V;1;V;1;V;1;V;1;V;1;V;;N;;N;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V
28;120;1;9;28120001_9_49;2020;6;1;4;V;2;V;3;V;4;V;4;V;5;V;8;V;;N;9;V;10;V;10;V;8;V;8;V;12;V;13;V;14;V;13;V;10;V;9;V;10;V;9;V;7;V;6;V;6;V
28;120;1;10;28120001_10_49;2020;6;1;1;V;3;V;3;V;7;V;6;V;8;V;12;V;;N;8;V;12;V;18;V;20;V;22;V;19;V;19;V;22;V;20;V;20;V;22;V;22;V;19;V;19;V;18;V;21;V
28;120;1;12;28120001_12_8;2020;6;1;3;V;3;V;3;V;3;V;3;V;3;V;;N;;N;3;V;3;V;3;V;3;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;5;V;4;V;4;V;4;V;4;V
28;120;1;14;28120001_14_6;2020;6;1;82;V;76;V;87;V;93;V;93;V;99;V;;N;;N;;N;99;V;97;V;87;V;91;V;105;V;109;V;111;V;113;V;114;V;107;V;101;V;93;V;84;V;80;V;77;V
28;123;2;7;28123002_7_8;2020;6;1;1;V;1;V;1;V;1;V;5;V;8;V;19;V;15;V;8;V;2;V;2;V;1;V;;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;2;V
28;123;2;8;28123002_8_8;2020;6;1;5;V;6;V;5;V;9;V;23;V;29;V;30;V;26;V;21;V;11;V;6;V;5;V;;N;5;V;4;V;5;V;6;V;7;V;10;V;31;V;34;V;27;V;31;V;35;V
28;123;2;10;28123002_10_49;2020;6;1;9;V;13;V;15;V;15;V;17;V;23;V;21;V;18;V;21;V;18;V;13;V;10;V;13;V;15;V;17;V;14;V;18;V;18;V;22;V;25;V;31;V;34;V;35;V;34;V
28;123;2;12;28123002_12_8;2020;6;1;7;V;8;V;7;V;11;V;30;V;42;V;59;V;48;V;33;V;14;V;9;V;7;V;6;V;7;V;6;V;7;V;8;V;9;V;12;V;33;V;37;V;29;V;33;V;38;V
28;123;2;14;28123002_14_6;2020;6;1;64;V;62;V;55;V;45;V;26;V;16;V;23;V;35;V;55;V;;N;;N;;N;;N;114;V;119;V;127;V;128;V;115;V;105;V;80;V;67;V;56;V;41;V;32;V
28;13;2;7;28013002_7_8;2020;6;1;1;V;1;V;1;V;2;V;2;V;3;V;4;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V
28;13;2;8;28013002_8_8;2020;6;1;3;V;3;V;2;V;4;V;11;V;12;V;9;V;6;V;5;V;5;V;4;V;4;V;4;V;4;V;3;V;3;V;4;V;4;V;7;V;23;V;28;V;30;V;33;V;17;V
28;13;2;10;28013002_10_49;2020;6;1;24;V;24;V;18;V;18;V;17;V;19;V;16;V;13;V;13;V;10;V;11;V;11;V;10;V;12;V;14;V;17;V;21;V;19;V;21;V;24;V;33;V;34;V;40;V;41;V
28;13;2;12;28013002_12_8;2020;6;1;5;V;5;V;4;V;6;V;14;V;16;V;15;V;11;V;8;V;8;V;7;V;7;V;7;V;7;V;6;V;6;V;7;V;6;V;10;V;26;V;31;V;33;V;36;V;20;V
28;13;2;14;28013002_14_6;2020;6;1;53;V;57;V;51;V;44;V;29;V;23;V;32;V;45;V;53;V;70;V;85;V;93;V;99;V;108;V;106;V;105;V;105;V;103;V;96;V;68;V;57;V;42;V;22;V;32;V
28;133;2;7;28133002_7_8;2020;6;1;1;V;1;V;1;V;1;V;2;V;5;V;3;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V
28;133;2;8;28133002_8_8;2020;6;1;3;V;3;V;3;V;4;V;8;V;13;V;7;V;8;V;8;V;4;V;4;V;4;V;4;V;4;V;3;V;3;V;3;V;6;V;7;V;7;V;7;V;6;V;3;V;4;V
28;133;2;10;28133002_10_49;2020;6;1;8;V;10;V;11;V;14;V;15;V;17;V;20;V;20;V;18;V;14;V;12;V;12;V;12;V;10;V;10;V;13;V;15;V;17;V;20;V;23;V;28;V;28;V;25;V;22;V
28;133;2;12;28133002_12_8;2020;6;1;5;V;5;V;5;V;6;V;11;V;20;V;13;V;13;V;11;V;6;V;6;V;6;V;6;V;6;V;5;V;5;V;5;V;9;V;9;V;9;V;10;V;9;V;5;V;6;V
28;133;2;14;28133002_14_6;2020;6;1;40;V;37;V;36;V;23;V;13;V;6;V;17;V;21;V;38;V;64;V;71;V;85;V;93;V;94;V;93;V;89;V;86;V;81;V;76;V;51;V;42;V;42;V;54;V;55;V
28;14;2;7;28014002_7_8;2020;6;1;1;V;1;V;1;V;1;V;2;V;8;V;15;V;11;V;9;V;4;V;2;V;4;V;2;V;1;V;1;V;2;V;1;V;1;V;2;V;2;V;2;V;1;V;1;V;1;V
28;14;2;8;28014002_8_8;2020;6;1;3;V;5;V;7;V;8;V;13;V;22;V;27;V;18;V;21;V;13;V;8;V;12;V;9;V;6;V;6;V;7;V;6;V;9;V;26;V;33;V;29;V;26;V;18;V;13;V
28;14;2;10;28014002_10_49;2020;6;1;1;V;19;V;37;V;19;V;16;V;24;V;10;V;1;V;2;V;5;V;4;V;11;V;13;V;19;V;13;V;15;V;21;V;19;V;27;V;36;V;45;V;46;V;36;V;29;V
28;14;2;12;28014002_12_8;2020;6;1;5;V;7;V;9;V;10;V;15;V;34;V;50;V;34;V;34;V;19;V;11;V;18;V;12;V;8;V;8;V;10;V;8;V;11;V;29;V;35;V;32;V;28;V;20;V;15;V
28;14;2;14;28014002_14_6;2020;6;1;69;V;51;V;39;V;37;V;30;V;16;V;13;V;38;V;54;V;71;V;88;V;92;V;101;V;108;V;112;V;117;V;117;V;106;V;78;V;51;V;37;V;33;V;39;V;42;V
28;148;4;7;28148004_7_8;2020;6;1;1;V;1;V;1;V;1;V;2;V;8;V;18;V;17;V;7;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V
28;148;4;8;28148004_8_8;2020;6;1;45;V;21;V;22;V;56;V;36;V;72;V;48;V;41;V;34;V;31;V;42;V;45;V;40;V;38;V;33;V;28;V;23;V;16;V;18;V;25;V;22;V;21;V;17;V;14;V
28;148;4;9;28148004_9_49;2020;6;1;1;V;1;V;2;V;6;V;13;V;5;V;19;V;15;V;15;V;13;V;11;V;11;V;13;V;12;V;13;V;14;V;13;V;14;V;16;V;22;V;23;V;22;V;23;V;28;V
28;148;4;10;28148004_10_49;2020;6;1;1;V;1;V;1;V;1;V;24;V;15;V;31;V;26;V;13;V;7;V;6;V;12;V;18;V;20;V;21;V;20;V;20;V;24;V;32;V;40;V;43;V;39;V;44;V;51;V
28;148;4;12;28148004_12_8;2020;6;1;47;V;23;V;24;V;58;V;39;V;83;V;75;V;66;V;44;V;34;V;45;V;47;V;42;V;40;V;35;V;30;V;25;V;18;V;21;V;27;V;24;V;24;V;19;V;16;V
28;148;4;14;28148004_14_6;2020;6;1;52;V;44;V;33;V;35;V;19;V;13;V;13;V;22;V;49;V;74;V;90;V;101;V;109;V;113;V;115;V;115;V;121;V;122;V;107;V;84;V;75;V;67;V;61;V;46;V
28;16;1;1;28016001_1_38;2020;6;1;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;16;1;6;28016001_6_48;2020;6;1;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V
28;16;1;7;28016001_7_8;2020;6;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;16;1;8;28016001_8_8;2020;6;1;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;2;V;3;V;3;V;4;V;4;V;4;V;4;V;7;V;7;V;7;V;8;V;4;V;4;V;4;V;4;V;4;V
28;16;1;9;28016001_9_49;2020;6;1;9;V;12;V;3;V;8;V;5;V;4;V;5;V;2;V;3;V;3;V;3;V;7;V;6;V;10;V;9;V;7;V;10;V;14;V;17;V;17;V;17;V;17;V;17;V;10;V
28;16;1;10;28016001_10_49;2020;6;1;9;V;14;V;13;V;10;V;8;V;9;V;7;V;9;V;11;V;11;V;9;V;13;V;16;V;15;V;15;V;17;V;20;V;24;V;22;V;25;V;25;V;27;V;26;V;24;V
28;16;1;12;28016001_12_8;2020;6;1;4;V;4;V;4;V;4;V;4;V;5;V;5;V;5;V;4;V;5;V;5;V;6;V;6;V;6;V;6;V;9;V;9;V;9;V;10;V;6;V;6;V;6;V;6;V;6;V
28;16;1;14;28016001_14_6;2020;6;1;77;V;77;V;75;V;70;V;61;V;57;V;57;V;50;V;66;V;79;V;83;V;87;V;95;V;109;V;123;V;146;V;153;V;151;V;147;V;115;V;97;V;94;V;87;V;94;V
28;16;1;20;28016001_20_59;2020;6;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.3;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;30;28016001_30_59;2020;6;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;42;28016001_42_2;2020;6;1;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V
28;16;1;44;28016001_44_2;2020;6;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;431;28016001_431_59;2020;6;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;161;1;7;28161001_7_8;2020;6;1;1;V;1;V;1;V;1;V;1;V;3;V;17;V;3;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;2;V;2;V;2;V
28;161;1;8;28161001_8_8;2020;6;1;9;V;10;V;12;V;20;V;24;V;21;V;37;V;13;V;15;V;9;V;9;V;6;V;4;V;4;V;5;V;4;V;4;V;6;V;9;V;14;V;21;V;28;V;35;V;33;V
28;161;1;9;28161001_9_49;2020;6;1;10;V;10;V;11;V;12;V;12;V;15;V;13;V;11;V;10;V;10;V;8;V;8;V;8;V;7;V;6;V;7;V;10;V;9;V;8;V;11;V;16;V;20;V;21;V;24;V
28;161;1;12;28161001_12_8;2020;6;1;11;V;12;V;14;V;22;V;26;V;26;V;63;V;18;V;19;V;11;V;11;V;8;V;6;V;6;V;7;V;6;V;6;V;8;V;11;V;17;V;23;V;31;V;38;V;35;V
28;161;1;14;28161001_14_6;2020;6;1;56;V;54;V;58;V;47;V;31;V;26;V;28;V;53;V;61;V;78;V;90;V;99;V;105;V;110;V;111;V;107;V;109;V;107;V;98;V;84;V;72;V;56;V;23;V;16;V
28;171;1;1;28171001_1_38;2020;6;1;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;171;1;6;28171001_6_48;2020;6;1;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;171;1;7;28171001_7_8;2020;6;1;1;V;1;V;1;V;1;V;1;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V
28;171;1;8;28171001_8_8;2020;6;1;6;V;9;V;9;V;9;V;9;V;8;V;5;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;4;V;11;V;10;V;17;V;8;V;8;V
28;171;1;9;28171001_9_49;2020;6;1;7;V;13;V;15;V;16;V;14;V;11;V;7;V;1;V;1;V;1;V;4;V;6;V;9;V;14;V;13;V;15;V;16;V;16;V;21;V;21;V;23;V;24;V;21;V;20;V
28;171;1;10;28171001_10_49;2020;6;1;8;V;12;V;18;V;14;V;11;V;17;V;19;V;4;V;8;V;5;V;13;V;12;V;10;V;1;V;7;V;20;V;24;V;26;V;28;V;28;V;28;V;28;V;30;V;28;V
28;171;1;12;28171001_12_8;2020;6;1;8;V;11;V;11;V;12;V;11;V;12;V;8;V;5;V;5;V;5;V;5;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;6;V;13;V;12;V;20;V;10;V;10;V
28;171;1;14;28171001_14_6;2020;6;1;66;V;47;V;36;V;22;V;16;V;16;V;31;V;50;V;72;V;89;V;98;V;106;V;111;V;113;V;112;V;109;V;107;V;102;V;93;V;73;V;74;V;47;V;47;V;40;V
28;180;1;7;28180001_7_8;2020;6;1;1;V;1;V;1;V;1;V;1;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V
28;180;1;8;28180001_8_8;2020;6;1;2;V;4;V;3;V;8;V;17;V;26;V;13;V;5;V;6;V;5;V;4;V;4;V;4;V;3;V;4;V;4;V;6;V;8;V;10;V;23;V;19;V;16;V;12;V;10;V
28;180;1;9;28180001_9_49;2020;6;1;10;V;11;V;6;V;11;V;22;V;12;V;5;V;1;V;2;V;7;V;8;V;10;V;6;V;7;V;9;V;13;V;13;V;15;V;17;V;19;V;20;V;22;V;22;V;22;V
28;180;1;12;28180001_12_8;2020;6;1;4;V;6;V;5;V;10;V;19;V;31;V;16;V;7;V;8;V;7;V;6;V;6;V;6;V;5;V;6;V;6;V;8;V;10;V;12;V;27;V;21;V;18;V;14;V;12;V
28;180;1;14;28180001_14_6;2020;6;1;64;V;57;V;70;V;50;V;37;V;29;V;49;V;67;V;70;V;76;V;87;V;91;V;95;V;98;V;100;V;103;V;101;V;100;V;95;V;79;V;75;V;66;V;71;V;61;V
28;45;2;6;28045002_6_48;2020;6;1;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;;N;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V
28;45;2;7;28045002_7_8;2020;6;1;1;V;1;V;1;V;1;V;1;V;3;V;4;V;5;V;5;V;3;V;;N;1;V;1;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;45;2;8;28045002_8_8;2020;6;1;5;V;4;V;4;V;4;V;5;V;17;V;16;V;16;V;12;V;8;V;;N;8;V;5;V;7;V;7;V;7;V;9;V;7;V;8;V;10;V;10;V;8;V;9;V;8;V
28;45;2;10;28045002_10_49;2020;6;1;16;V;14;V;16;V;12;V;9;V;9;V;11;V;12;V;14;V;18;V;13;V;13;V;17;V;16;V;19;V;25;V;24;V;21;V;21;V;26;V;25;V;26;V;25;V;27;V
28;45;2;12;28045002_12_8;2020;6;1;7;V;6;V;6;V;6;V;7;V;21;V;22;V;24;V;19;V;12;V;;N;10;V;8;V;10;V;9;V;9;V;11;V;9;V;10;V;12;V;12;V;10;V;11;V;10;V
28;45;2;14;28045002_14_6;2020;6;1;60;V;58;V;54;V;50;V;54;V;54;V;51;V;50;V;68;V;78;V;;N;;N;99;V;101;V;104;V;105;V;103;V;92;V;82;V;72;V;69;V;72;V;75;V;75;V
28;47;2;1;28047002_1_38;2020;6;1;1;V;1;V;1;V;1;V;1;V;;N;;N;;N;;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;47;2;7;28047002_7_8;2020;6;1;2;V;1;V;1;V;1;V;2;V;;N;;N;;N;;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V;2;V;1;V;1;V;1;V
28;47;2;8;28047002_8_8;2020;6;1;7;V;9;V;7;V;8;V;17;V;;N;;N;;N;;N;7;V;9;V;10;V;8;V;7;V;9;V;11;V;19;V;24;V;25;V;32;V;28;V;28;V;16;V;10;V
28;47;2;9;28047002_9_49;2020;6;1;12;V;11;V;9;V;11;V;9;V;7;V;9;V;10;V;;N;3;V;7;V;17;V;10;V;9;V;6;V;12;V;10;V;6;V;15;V;12;V;19;V;20;V;15;V;15;V
28;47;2;12;28047002_12_8;2020;6;1;10;V;11;V;9;V;10;V;20;V;;N;;N;;N;;N;9;V;11;V;12;V;10;V;9;V;11;V;13;V;22;V;27;V;27;V;34;V;31;V;30;V;18;V;12;V
28;47;2;14;28047002_14_6;2020;6;1;39;V;26;V;23;V;18;V;18;V;9;V;17;V;48;V;;N;;N;88;V;90;V;94;V;98;V;102;V;103;V;88;V;79;V;70;V;53;V;32;V;35;V;40;V;48;V
28;47;2;20;28047002_20_59;2020;6;1;0.2;V;0.3;V;0.2;V;0.4;V;0.4;V;2.2;V;1.2;V;0.8;V;;N;;N;;N;;N;0.7;V;0.3;V;0.5;V;0.7;V;0.5;V;0.4;V;0.5;V;0.8;V;1.2;V;1.2;V;1.3;V;0.8;V
28;47;2;30;28047002_30_59;2020;6;1;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.5;V;0.3;V;0.5;V;;N;;N;;N;;N;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.3;V;0.2;V
