provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;102;1;1;28102001_1_38;2020;11;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;6;28102001_6_48;2020;11;1;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.7;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;102;1;7;28102001_7_8;2020;11;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2020;11;1;7;V;7;V;6;V;6;V;5;V;5;V;5;V;5;V;4;V;7;V;5;V;4;V;4;V;4;V;3;V;4;V;4;V;6;V;7;V;8;V;7;V;6;V;6;V;6;V
28;102;1;10;28102001_10_49;2020;11;1;21;V;17;V;16;V;21;V;16;V;19;V;21;V;15;V;6;V;52;V;63;V;24;V;13;V;7;V;8;V;9;V;15;V;20;V;21;V;16;V;20;V;22;V;19;V;15;V
28;102;1;12;28102001_12_8;2020;11;1;9;V;9;V;8;V;8;V;7;V;7;V;7;V;7;V;6;V;10;V;7;V;6;V;6;V;6;V;5;V;6;V;6;V;8;V;9;V;10;V;9;V;8;V;8;V;8;V
28;102;1;14;28102001_14_6;2020;11;1;59;V;54;V;49;V;54;V;56;V;51;V;42;V;42;V;42;V;59;V;59;V;68;V;74;V;78;V;79;V;80;V;75;V;75;V;75;V;73;V;69;V;67;V;65;V;65;V
28;120;1;7;28120001_7_8;2020;11;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2020;11;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;9;28120001_9_49;2020;11;1;1;V;2;V;4;V;3;V;3;V;2;V;2;V;3;V;6;V;6;V;5;V;3;V;2;V;2;V;3;V;3;V;2;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V
28;120;1;10;28120001_10_49;2020;11;1;5;V;9;V;6;V;5;V;5;V;2;V;3;V;6;V;1;V;1;V;1;V;1;V;3;V;8;V;6;V;6;V;8;V;10;V;5;V;1;V;1;V;2;V;3;V;2;V
28;120;1;12;28120001_12_8;2020;11;1;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V
28;120;1;14;28120001_14_6;2020;11;1;73;V;71;V;72;V;73;V;73;V;73;V;71;V;72;V;74;V;80;V;76;V;71;V;71;V;70;V;69;V;67;V;64;V;62;V;62;V;60;V;63;V;64;V;65;V;66;V
28;123;2;7;28123002_7_8;2020;11;1;40;V;32;V;26;V;17;V;4;V;6;V;10;V;8;V;8;V;8;V;7;V;3;V;3;V;2;V;2;V;1;V;1;V;16;V;40;V;75;V;74;V;62;V;71;V;31;V
28;123;2;8;28123002_8_8;2020;11;1;40;V;38;V;33;V;30;V;19;V;22;V;24;V;17;V;14;V;13;V;14;V;10;V;11;V;12;V;13;V;11;V;14;V;60;V;66;V;69;V;63;V;56;V;59;V;43;V
28;123;2;10;28123002_10_49;2020;11;1;62;V;56;V;48;V;44;V;37;V;29;V;29;V;32;V;8;V;9;V;15;V;20;V;18;V;18;V;13;V;15;V;11;V;19;V;47;V;64;V;74;V;68;V;58;V;48;V
28;123;2;12;28123002_12_8;2020;11;1;101;V;87;V;73;V;55;V;25;V;31;V;40;V;30;V;26;V;25;V;24;V;15;V;15;V;15;V;16;V;13;V;16;V;84;V;127;V;184;V;177;V;150;V;167;V;90;V
28;123;2;14;28123002_14_6;2020;11;1;4;V;4;V;3;V;3;V;8;V;6;V;4;V;11;V;21;V;30;V;45;V;65;V;71;V;81;V;81;V;86;V;81;V;26;V;5;V;6;V;6;V;5;V;4;V;4;V
28;13;2;7;28013002_7_8;2020;11;1;3;V;3;V;3;V;3;V;3;V;3;V;3;V;5;V;5;V;5;V;5;V;5;V;3;V;3;V;3;V;3;V;5;V;14;V;16;V;44;V;19;V;7;V;4;V;3;V
28;13;2;8;28013002_8_8;2020;11;1;7;V;7;V;6;V;6;V;7;V;7;V;7;V;6;V;4;V;4;V;7;V;10;V;6;V;5;V;5;V;9;V;22;V;56;V;56;V;54;V;36;V;23;V;15;V;12;V
28;13;2;10;28013002_10_49;2020;11;1;26;V;22;V;23;V;19;V;18;V;19;V;18;V;18;V;19;V;18;V;23;V;19;V;16;V;5;V;1;V;4;V;8;V;27;V;38;V;57;V;57;V;42;V;33;V;26;V
28;13;2;12;28013002_12_8;2020;11;1;12;V;12;V;10;V;10;V;13;V;13;V;12;V;13;V;12;V;11;V;14;V;17;V;11;V;10;V;10;V;14;V;30;V;78;V;81;V;121;V;65;V;33;V;21;V;17;V
28;13;2;14;28013002_14_6;2020;11;1;17;V;14;V;13;V;11;V;9;V;8;V;8;V;9;V;14;V;22;V;33;V;55;V;68;V;70;V;68;V;63;V;50;V;10;V;7;V;2;V;3;V;8;V;10;V;12;V
28;133;2;7;28133002_7_8;2020;11;1;2;V;2;V;2;V;2;V;2;V;2;V;3;V;4;V;5;V;4;V;4;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;4;V;3;V;2;V
28;133;2;8;28133002_8_8;2020;11;1;9;V;7;V;4;V;4;V;5;V;5;V;8;V;12;V;8;V;7;V;7;V;6;V;6;V;7;V;5;V;6;V;5;V;7;V;8;V;7;V;10;V;15;V;11;V;7;V
28;133;2;10;28133002_10_49;2020;11;1;20;V;21;V;20;V;17;V;14;V;11;V;11;V;12;V;17;V;25;V;29;V;27;V;20;V;19;V;20;V;15;V;11;V;12;V;18;V;21;V;21;V;25;V;27;V;28;V
28;133;2;12;28133002_12_8;2020;11;1;12;V;10;V;7;V;7;V;7;V;7;V;12;V;19;V;15;V;13;V;13;V;10;V;10;V;10;V;8;V;9;V;8;V;9;V;13;V;11;V;13;V;21;V;15;V;10;V
28;133;2;14;28133002_14_6;2020;11;1;32;V;28;V;36;V;36;V;32;V;29;V;24;V;23;V;28;V;37;V;48;V;56;V;64;V;74;V;72;V;76;V;69;V;62;V;57;V;54;V;43;V;34;V;32;V;34;V
28;14;2;7;28014002_7_8;2020;11;1;4;V;3;V;2;V;3;V;5;V;3;V;3;V;6;V;11;V;9;V;6;V;5;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;2;V;2;V;2;V;11;V;4;V
28;14;2;8;28014002_8_8;2020;11;1;30;V;26;V;19;V;24;V;28;V;19;V;17;V;16;V;15;V;14;V;14;V;15;V;7;V;6;V;7;V;8;V;16;V;40;V;37;V;31;V;32;V;29;V;40;V;30;V
28;14;2;10;28014002_10_49;2020;11;1;19;V;20;V;20;V;24;V;27;V;26;V;24;V;28;V;28;V;25;V;26;V;22;V;20;V;4;V;3;V;13;V;13;V;19;V;20;V;18;V;14;V;15;V;18;V;23;V
28;14;2;12;28014002_12_8;2020;11;1;37;V;30;V;22;V;28;V;36;V;24;V;22;V;25;V;32;V;28;V;23;V;22;V;9;V;8;V;9;V;10;V;18;V;43;V;41;V;35;V;35;V;32;V;56;V;36;V
28;14;2;14;28014002_14_6;2020;11;1;8;V;7;V;14;V;7;V;2;V;4;V;5;V;9;V;12;V;20;V;31;V;45;V;70;V;81;V;82;V;79;V;68;V;28;V;16;V;23;V;16;V;14;V;10;V;10;V
28;148;4;7;28148004_7_8;2020;11;1;13;V;7;V;4;V;3;V;3;V;4;V;4;V;7;V;10;V;11;V;7;V;4;V;3;V;4;V;3;V;3;V;2;V;17;V;10;V;21;V;31;V;31;V;23;V;21;V
28;148;4;8;28148004_8_8;2020;11;1;34;V;29;V;22;V;16;V;14;V;18;V;16;V;14;V;16;V;17;V;15;V;12;V;11;V;15;V;14;V;15;V;22;V;53;V;66;V;66;V;65;V;56;V;46;V;38;V
28;148;4;9;28148004_9_49;2020;11;1;30;V;30;V;30;V;27;V;26;V;24;V;21;V;19;V;17;V;20;V;21;V;21;V;20;V;21;V;22;V;21;V;19;V;22;V;30;V;35;V;37;V;39;V;38;V;38;V
28;148;4;10;28148004_10_49;2020;11;1;41;V;48;V;50;V;46;V;42;V;38;V;33;V;30;V;24;V;19;V;23;V;29;V;22;V;23;V;21;V;24;V;17;V;29;V;36;V;34;V;21;V;10;V;9;V;52;V
28;148;4;12;28148004_12_8;2020;11;1;54;V;40;V;28;V;21;V;19;V;24;V;21;V;24;V;32;V;33;V;26;V;18;V;17;V;20;V;18;V;20;V;25;V;79;V;81;V;99;V;113;V;103;V;81;V;69;V
28;148;4;14;28148004_14_6;2020;11;1;4;V;5;V;7;V;8;V;11;V;7;V;7;V;12;V;17;V;21;V;40;V;61;V;71;V;73;V;77;V;78;V;70;V;33;V;11;V;7;V;5;V;5;V;4;V;4;V
28;16;1;1;28016001_1_38;2020;11;1;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;2;V;3;V;2;V;2;V;3;V;2;V;2;V;2;V;3;V
28;16;1;6;28016001_6_48;2020;11;1;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.4;V;0.4;V;0.3;V;0.4;V;0.3;V;0.3;V
28;16;1;7;28016001_7_8;2020;11;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;16;1;8;28016001_8_8;2020;11;1;4;V;4;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;5;V;6;V;6;V;5;V;6;V;8;V;8;V;9;V;8;V;8;V;7;V;7;V;7;V
28;16;1;9;28016001_9_49;2020;11;1;2;V;2;V;5;V;6;V;5;V;4;V;6;V;2;V;1;V;2;V;6;V;1;V;7;V;11;V;11;V;12;V;15;V;16;V;18;V;14;V;12;V;13;V;11;V;8;V
28;16;1;10;28016001_10_49;2020;11;1;7;V;13;V;11;V;10;V;10;V;11;V;7;V;5;V;9;V;10;V;9;V;15;V;14;V;15;V;17;V;15;V;13;V;20;V;23;V;17;V;17;V;17;V;12;V;14;V
28;16;1;12;28016001_12_8;2020;11;1;6;V;6;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;6;V;7;V;8;V;8;V;7;V;8;V;10;V;10;V;11;V;10;V;10;V;9;V;9;V;9;V
28;16;1;14;28016001_14_6;2020;11;1;57;V;62;V;60;V;58;V;59;V;58;V;56;V;58;V;56;V;52;V;61;V;69;V;72;V;78;V;82;V;81;V;80;V;81;V;80;V;66;V;61;V;59;V;59;V;54;V
28;16;1;20;28016001_20_59;2020;11;1;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.6;V;0.6;V;0.4;V;0.3;V;0.5;V;0.5;V;0.5;V;0.6;V;0.4;V;0.5;V;0.4;V;0.4;V
28;16;1;30;28016001_30_59;2020;11;1;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V
28;16;1;42;28016001_42_2;2020;11;1;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V
28;16;1;44;28016001_44_2;2020;11;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;431;28016001_431_59;2020;11;1;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V
28;161;1;7;28161001_7_8;2020;11;1;18;V;23;V;5;V;2;V;5;V;5;V;7;V;15;V;20;V;6;V;5;V;2;V;2;V;1;V;1;V;1;V;1;V;7;V;23;V;18;V;51;V;39;V;15;V;21;V
28;161;1;8;28161001_8_8;2020;11;1;42;V;35;V;21;V;19;V;20;V;18;V;23;V;25;V;27;V;16;V;16;V;10;V;8;V;6;V;8;V;7;V;8;V;37;V;54;V;56;V;59;V;52;V;39;V;35;V
28;161;1;9;28161001_9_49;2020;11;1;39;V;37;V;33;V;29;V;29;V;28;V;28;V;29;V;23;V;21;V;21;V;20;V;13;V;12;V;14;V;16;V;13;V;12;V;13;V;21;V;26;V;33;V;33;V;30;V
28;161;1;12;28161001_12_8;2020;11;1;69;V;71;V;29;V;22;V;27;V;25;V;34;V;47;V;56;V;26;V;24;V;14;V;10;V;8;V;10;V;9;V;10;V;48;V;90;V;83;V;137;V;111;V;62;V;68;V
