provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;102;1;1;28102001_1_38;2021;2;1;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V
28;102;1;6;28102001_6_48;2021;2;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;102;1;7;28102001_7_8;2021;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2021;2;1;4;V;3;V;3;V;5;V;5;V;5;V;5;V;5;V;6;V;8;V;8;V;5;V;4;V;4;V;4;V;4;V;4;V;5;V;5;V;5;V;5;V;5;V;5;V;4;V
28;102;1;10;28102001_10_49;2021;2;1;1;V;1;V;2;V;5;V;2;V;3;V;4;V;4;V;7;V;5;V;6;V;5;V;;N;;N;;N;14;V;16;V;18;V;18;V;18;V;13;V;11;V;10;V;6;V
28;102;1;12;28102001_12_8;2021;2;1;6;V;5;V;5;V;7;V;7;V;7;V;7;V;7;V;8;V;10;V;10;V;7;V;6;V;6;V;6;V;6;V;6;V;7;V;7;V;7;V;7;V;7;V;7;V;6;V
28;102;1;14;28102001_14_6;2021;2;1;48;V;50;V;50;V;46;V;51;V;49;V;53;V;54;V;55;V;55;V;60;V;69;V;71;V;71;V;70;V;68;V;64;V;62;V;60;V;58;V;57;V;55;V;59;V;60;V
28;120;1;7;28120001_7_8;2021;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2021;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;9;28120001_9_49;2021;2;1;1;V;1;V;1;V;1;V;3;V;2;V;2;V;2;V;2;V;1;V;2;V;1;V;1;V;2;V;2;V;3;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V
