provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;102;1;1;28102001_1_38;2020;9;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;6;28102001_6_48;2020;9;1;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;102;1;7;28102001_7_8;2020;9;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2020;9;1;6;V;6;V;6;V;5;V;6;V;6;V;6;V;5;V;6;V;5;V;6;V;8;V;4;V;4;V;4;V;5;V;5;V;5;V;4;V;4;V;3;V;3;V;3;V;4;V
28;102;1;10;28102001_10_49;2020;9;1;14;V;11;V;13;V;11;V;13;V;11;V;15;V;13;V;15;V;13;V;19;V;15;V;12;V;10;V;14;V;18;V;16;V;13;V;17;V;22;V;18;V;12;V;9;V;14;V
28;102;1;12;28102001_12_8;2020;9;1;8;V;8;V;8;V;7;V;8;V;8;V;8;V;7;V;8;V;7;V;8;V;10;V;6;V;6;V;6;V;7;V;7;V;7;V;6;V;6;V;5;V;5;V;5;V;6;V
28;102;1;14;28102001_14_6;2020;9;1;84;V;92;V;91;V;86;V;77;V;77;V;75;V;71;V;66;V;66;V;75;V;92;V;106;V;107;V;108;V;112;V;114;V;113;V;111;V;103;V;99;V;101;V;98;V;89;V
28;120;1;7;28120001_7_8;2020;9;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2020;9;1;2;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;2;V;2;V;1;V;2;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V
28;120;1;9;28120001_9_49;2020;9;1;1;V;5;V;7;V;7;V;6;V;4;V;3;V;4;V;7;V;6;V;7;V;8;V;9;V;7;V;5;V;5;V;4;V;3;V;1;V;1;V;1;V;2;V;4;V;6;V
28;120;1;10;28120001_10_49;2020;9;1;5;V;6;V;6;V;7;V;9;V;10;V;8;V;5;V;4;V;5;V;7;V;3;V;4;V;4;V;4;V;5;V;9;V;10;V;10;V;10;V;8;V;9;V;10;V;10;V
28;120;1;12;28120001_12_8;2020;9;1;4;V;3;V;3;V;3;V;3;V;4;V;4;V;3;V;4;V;4;V;3;V;4;V;4;V;3;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;5;V;4;V;4;V
28;120;1;14;28120001_14_6;2020;9;1;92;V;95;V;95;V;95;V;95;V;94;V;91;V;93;V;86;V;94;V;95;V;100;V;102;V;104;V;107;V;109;V;112;V;109;V;102;V;94;V;99;V;99;V;95;V;94;V
28;123;2;7;28123002_7_8;2020;9;1;3;V;1;V;1;V;1;V;2;V;8;V;17;V;23;V;23;V;31;V;;N;;N;7;V;3;V;1;V;2;V;4;V;6;V;12;V;51;V;29;V;13;V;4;V;1;V
28;123;2;8;28123002_8_8;2020;9;1;54;V;39;V;38;V;28;V;22;V;40;V;56;V;56;V;54;V;60;V;;N;;N;31;V;19;V;9;V;9;V;20;V;34;V;80;V;115;V;97;V;78;V;47;V;18;V
28;123;2;10;28123002_10_49;2020;9;1;19;V;19;V;23;V;21;V;18;V;13;V;19;V;;N;;N;;N;;N;;N;29;V;18;V;17;V;12;V;10;V;14;V;18;V;28;V;33;V;33;V;28;V;26;V
28;123;2;12;28123002_12_8;2020;9;1;59;V;41;V;40;V;30;V;25;V;52;V;82;V;91;V;89;V;107;V;;N;;N;40;V;24;V;12;V;12;V;26;V;44;V;99;V;193;V;142;V;98;V;53;V;20;V
28;123;2;14;28123002_14_6;2020;9;1;21;V;33;V;32;V;40;V;48;V;27;V;17;V;;N;;N;;N;;N;;N;76;V;93;V;110;V;119;V;111;V;98;V;45;V;5;V;9;V;19;V;40;V;64;V
28;13;2;7;28013002_7_8;2020;9;1;1;V;1;V;1;V;1;V;2;V;3;V;3;V;4;V;4;V;7;V;4;V;3;V;2;V;1;V;2;V;1;V;2;V;2;V;4;V;22;V;5;V;3;V;1;V;1;V
28;13;2;8;28013002_8_8;2020;9;1;6;V;6;V;8;V;8;V;8;V;11;V;16;V;19;V;17;V;22;V;12;V;7;V;5;V;4;V;4;V;3;V;4;V;14;V;67;V;86;V;66;V;43;V;14;V;8;V
28;13;2;10;28013002_10_49;2020;9;1;34;V;32;V;32;V;35;V;33;V;30;V;34;V;40;V;47;V;53;V;49;V;38;V;21;V;10;V;5;V;6;V;9;V;9;V;15;V;28;V;59;V;67;V;46;V;29;V
28;13;2;12;28013002_12_8;2020;9;1;8;V;8;V;10;V;10;V;11;V;15;V;20;V;25;V;23;V;32;V;18;V;11;V;8;V;7;V;6;V;5;V;6;V;17;V;74;V;120;V;74;V;47;V;16;V;10;V
28;13;2;14;28013002_14_6;2020;9;1;43;V;39;V;32;V;31;V;33;V;31;V;26;V;23;V;27;V;29;V;44;V;66;V;99;V;103;V;103;V;104;V;100;V;87;V;26;V;2;V;8;V;19;V;40;V;46;V
28;133;2;7;28133002_7_8;2020;9;1;1;V;1;V;1;V;1;V;1;V;;N;;N;4;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;5;V;1;V;1;V;1;V;1;V;1;V;1;V
28;133;2;8;28133002_8_8;2020;9;1;4;V;4;V;3;V;3;V;6;V;;N;;N;20;V;16;V;13;V;5;V;4;V;8;V;3;V;5;V;5;V;7;V;11;V;8;V;9;V;6;V;3;V;3;V;4;V
28;133;2;10;28133002_10_49;2020;9;1;15;V;16;V;17;V;14;V;13;V;8;V;11;V;19;V;23;V;24;V;20;V;16;V;9;V;9;V;9;V;8;V;9;V;10;V;11;V;11;V;14;V;11;V;11;V;9;V
28;133;2;12;28133002_12_8;2020;9;1;6;V;6;V;5;V;5;V;9;V;;N;;N;26;V;20;V;17;V;7;V;6;V;10;V;5;V;7;V;7;V;9;V;19;V;10;V;11;V;8;V;5;V;5;V;6;V
28;133;2;14;28133002_14_6;2020;9;1;71;V;69;V;68;V;70;V;70;V;;N;;N;51;V;58;V;71;V;97;V;105;V;109;V;114;V;116;V;118;V;116;V;107;V;112;V;105;V;98;V;102;V;100;V;94;V
28;14;2;7;28014002_7_8;2020;9;1;1;V;1;V;1;V;1;V;1;V;6;V;21;V;30;V;26;V;17;V;11;V;8;V;2;V;1;V;1;V;1;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V
28;14;2;8;28014002_8_8;2020;9;1;24;V;18;V;18;V;28;V;33;V;46;V;56;V;62;V;60;V;50;V;39;V;35;V;19;V;12;V;10;V;7;V;10;V;9;V;25;V;60;V;41;V;34;V;21;V;21;V
28;14;2;10;28014002_10_49;2020;9;1;30;V;32;V;23;V;21;V;23;V;23;V;34;V;40;V;76;V;78;V;52;V;44;V;27;V;21;V;15;V;10;V;10;V;10;V;7;V;16;V;25;V;19;V;26;V;25;V
28;14;2;12;28014002_12_8;2020;9;1;26;V;20;V;20;V;30;V;36;V;55;V;87;V;108;V;99;V;75;V;55;V;47;V;22;V;14;V;12;V;9;V;13;V;11;V;27;V;62;V;43;V;36;V;23;V;23;V
28;14;2;14;28014002_14_6;2020;9;1;42;V;40;V;43;V;29;V;23;V;12;V;5;V;6;V;12;V;25;V;41;V;54;V;86;V;90;V;93;V;101;V;105;V;104;V;83;V;36;V;47;V;48;V;55;V;48;V
28;148;4;7;28148004_7_8;2020;9;1;1;V;1;V;1;V;1;V;2;V;6;V;14;V;11;V;17;V;3;V;6;V;6;V;2;V;1;V;2;V;1;V;1;V;1;V;1;V;4;V;1;V;1;V;1;V;1;V
28;148;4;8;28148004_8_8;2020;9;1;37;V;28;V;28;V;22;V;32;V;53;V;61;V;52;V;47;V;24;V;30;V;29;V;21;V;9;V;12;V;12;V;13;V;17;V;32;V;62;V;53;V;23;V;19;V;14;V
28;148;4;9;28148004_9_49;2020;9;1;12;V;11;V;11;V;10;V;9;V;9;V;11;V;10;V;22;V;16;V;12;V;11;V;9;V;4;V;3;V;5;V;5;V;5;V;7;V;10;V;11;V;11;V;13;V;10;V
28;148;4;10;28148004_10_49;2020;9;1;29;V;28;V;24;V;21;V;19;V;19;V;20;V;33;V;99;V;98;V;69;V;45;V;31;V;24;V;16;V;13;V;16;V;23;V;35;V;60;V;79;V;65;V;49;V;34;V
28;148;4;12;28148004_12_8;2020;9;1;39;V;30;V;30;V;24;V;35;V;63;V;83;V;68;V;73;V;29;V;39;V;38;V;24;V;11;V;15;V;15;V;15;V;19;V;34;V;68;V;55;V;25;V;21;V;16;V
28;148;4;14;28148004_14_6;2020;9;1;28;V;29;V;33;V;39;V;23;V;6;V;10;V;20;V;24;V;53;V;55;V;69;V;92;V;100;V;96;V;104;V;108;V;104;V;86;V;46;V;45;V;63;V;61;V;67;V
28;16;1;1;28016001_1_38;2020;9;1;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;16;1;6;28016001_6_48;2020;9;1;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V
28;16;1;7;28016001_7_8;2020;9;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;16;1;8;28016001_8_8;2020;9;1;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;3;V;3;V;3;V;4;V;4;V;5;V;6;V;6;V;8;V;9;V;9;V;7;V;3;V;3;V;3;V
28;16;1;9;28016001_9_49;2020;9;1;5;V;8;V;6;V;4;V;5;V;7;V;6;V;6;V;5;V;3;V;2;V;2;V;2;V;5;V;6;V;5;V;7;V;10;V;9;V;10;V;7;V;7;V;7;V;5;V
28;16;1;10;28016001_10_49;2020;9;1;9;V;8;V;12;V;12;V;10;V;9;V;9;V;7;V;10;V;14;V;10;V;11;V;14;V;9;V;8;V;14;V;15;V;13;V;11;V;10;V;11;V;13;V;15;V;12;V
28;16;1;12;28016001_12_8;2020;9;1;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;5;V;5;V;5;V;6;V;6;V;7;V;8;V;8;V;10;V;11;V;11;V;9;V;5;V;5;V;5;V
28;16;1;14;28016001_14_6;2020;9;1;86;V;79;V;81;V;83;V;79;V;78;V;82;V;78;V;80;V;84;V;92;V;99;V;105;V;109;V;115;V;120;V;123;V;124;V;120;V;119;V;115;V;94;V;94;V;95;V
