PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;102;1;1;28102001_1_38;2016;12;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;6;28102001_6_48;2016;12;1;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;102;1;7;28102001_7_8;2016;12;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2016;12;1;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;4;V;4;V;3;V;3;V;3;V;2;V
28;102;1;10;28102001_10_49;2016;12;1;2;V;4;V;5;V;4;V;7;V;7;V;4;V;6;V;5;V;6;V;4;V;7;V;5;V;8;V;7;V;8;V;8;V;10;V;7;V;8;V;5;V;5;V;7;V;4;V
28;102;1;12;28102001_12_8;2016;12;1;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;4;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;6;V;6;V;6;V;6;V;5;V;5;V;5;V;4;V
28;102;1;14;28102001_14_6;2016;12;1;76;V;77;V;75;V;71;V;74;V;75;V;75;V;73;V;72;V;70;V;71;V;73;V;74;V;74;V;74;V;74;V;70;V;70;V;69;V;68;V;71;V;69;V;68;V;68;V
28;123;2;7;28123002_7_8;2016;12;1;7;V;6;V;5;V;3;V;4;V;4;V;11;V;29;V;34;V;21;V;19;V;21;V;17;V;23;V;37;V;52;V;76;V;119;V;122;V;107;V;88;V;73;V;70;V;40;V
28;123;2;8;28123002_8_8;2016;12;1;24;V;25;V;19;V;13;V;17;V;19;V;32;V;58;V;61;V;45;V;41;V;44;V;38;V;47;V;66;V;87;V;95;V;106;V;100;V;93;V;85;V;75;V;70;V;56;V
28;123;2;10;28123002_10_49;2016;12;1;5;V;6;V;5;V;1;V;1;V;1;V;1;V;3;V;9;V;10;V;13;V;11;V;8;V;18;V;14;V;20;V;17;V;31;V;34;V;28;V;31;V;31;V;18;V;15;V
28;123;2;12;28123002_12_8;2016;12;1;35;V;34;V;27;V;18;V;23;V;25;V;49;V;102;V;113;V;77;V;70;V;76;V;64;V;82;V;123;V;167;V;212;V;288;V;287;V;257;V;220;V;187;V;177;V;117;V
28;123;2;14;28123002_14_8;2016;12;1;61;V;62;V;68;V;73;V;68;V;67;V;53;V;31;V;25;V;41;V;42;V;41;V;48;V;42;V;25;V;10;V;2;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V
28;123;2;14;28123002_14_6;2016;12;1;61;V;61;V;67;V;72;V;67;V;66;V;52;V;31;V;25;V;42;V;41;V;42;V;48;V;41;V;25;V;10;V;3;V;2;V;2;V;2;V;3;V;3;V;3;V;4;V
28;13;2;7;28013002_7_8;2016;12;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;;N;;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V
28;13;2;8;28013002_8_8;2016;12;1;3;V;1;V;1;V;1;V;1;V;2;V;9;V;12;V;8;V;;N;;N;5;V;8;V;11;V;9;V;10;V;14;V;19;V;19;V;18;V;14;V;16;V;12;V;9;V
28;13;2;10;28013002_10_49;2016;12;1;6;V;5;V;7;V;9;V;2;V;3;V;9;V;8;V;10;V;8;V;5;V;5;V;5;V;5;V;11;V;6;V;9;V;12;V;15;V;16;V;19;V;19;V;19;V;15;V
28;13;2;12;28013002_12_8;2016;12;1;5;V;3;V;3;V;3;V;3;V;4;V;11;V;14;V;10;V;;N;;N;7;V;10;V;13;V;11;V;12;V;16;V;21;V;21;V;21;V;16;V;18;V;14;V;11;V
28;13;2;14;28013002_14_6;2016;12;1;64;V;68;V;69;V;69;V;68;V;67;V;57;V;54;V;61;V;;N;;N;;N;66;V;64;V;66;V;63;V;52;V;45;V;39;V;36;V;40;V;24;V;23;V;25;V
28;133;2;7;28133002_7_8;2016;12;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;10;V;9;V;4;V;5;V;2;V;1;V;1;V
28;133;2;8;28133002_8_8;2016;12;1;5;V;6;V;6;V;5;V;4;V;4;V;4;V;7;V;10;V;15;V;21;V;21;V;14;V;20;V;25;V;25;V;39;V;48;V;43;V;31;V;31;V;23;V;21;V;26;V
28;133;2;12;28133002_12_8;2016;12;1;7;V;8;V;8;V;7;V;6;V;6;V;6;V;9;V;12;V;17;V;23;V;23;V;16;V;22;V;27;V;27;V;44;V;63;V;57;V;37;V;39;V;26;V;23;V;28;V
28;133;2;14;28133002_14_6;2016;12;1;61;V;57;V;58;V;58;V;63;V;62;V;60;V;56;V;54;V;50;V;46;V;44;V;51;V;45;V;38;V;36;V;19;V;9;V;11;V;20;V;19;V;25;V;31;V;25;V
28;14;2;7;28014002_7_8;2016;12;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;4;V;3;V;2;V;2;V;2;V;2;V;3;V;2;V;5;V;24;V;40;V;45;V;14;V;18;V;15;V;3;V
28;14;2;8;28014002_8_8;2016;12;1;6;V;7;V;5;V;6;V;5;V;7;V;22;V;35;V;40;V;19;V;18;V;18;V;19;V;21;V;25;V;24;V;33;V;77;V;76;V;77;V;52;V;64;V;42;V;32;V
28;14;2;10;28014002_10_49;2016;12;1;12;V;10;V;9;V;10;V;5;V;5;V;8;V;14;V;17;V;19;V;10;V;13;V;9;V;10;V;13;V;14;V;12;V;26;V;44;V;40;V;27;V;18;V;19;V;14;V
28;14;2;12;28014002_12_8;2016;12;1;8;V;9;V;7;V;8;V;7;V;9;V;24;V;38;V;46;V;24;V;21;V;21;V;22;V;24;V;30;V;27;V;41;V;114;V;137;V;146;V;73;V;92;V;65;V;37;V
28;14;2;14;28014002_14_6;2016;12;1;66;V;63;V;71;V;70;V;68;V;66;V;51;V;41;V;39;V;58;V;57;V;57;V;57;V;56;V;52;V;53;V;41;V;5;V;5;V;6;V;18;V;7;V;24;V;23;V
28;148;4;7;28148004_7_8;2016;12;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;6;V;7;V;6;V;6;V;2;V;3;V;4;V;11;V;9;V;3;V;5;V;18;V;10;V;13;V;38;V;36;V
28;148;4;8;28148004_8_8;2016;12;1;8;V;10;V;8;V;4;V;4;V;10;V;20;V;27;V;46;V;46;V;29;V;29;V;24;V;24;V;40;V;45;V;42;V;39;V;54;V;63;V;57;V;60;V;58;V;53;V
28;148;4;9;28148004_9_49;2016;12;1;3;V;4;V;4;V;5;V;4;V;4;V;4;V;3;V;9;V;7;V;7;V;7;V;13;V;13;V;7;V;10;V;11;V;6;V;8;V;13;V;16;V;14;V;21;V;19;V
28;148;4;10;28148004_10_49;2016;12;1;9;V;8;V;10;V;6;V;8;V;4;V;5;V;9;V;9;V;13;V;11;V;14;V;10;V;7;V;10;V;20;V;34;V;23;V;21;V;22;V;20;V;26;V;26;V;26;V
